@relation CardPriceDataset

@attribute ccs_average_price numeric
@attribute shift numeric
@attribute shift_3 numeric
@attribute shift_7 numeric
@attribute shift_21 numeric
@attribute shift_30 numeric
@attribute shift_90 numeric
@attribute shift_180 numeric
@attribute shift_365 numeric
@attribute ccsb_average_price numeric

@data
2.23,0,0.03,3.55,0.04,-0.02,0.52,0.52,0.38,0.49
0.35,0,-0.59,-0.17,-0.62,-0.65,-0.17,-0.95,-0.72,1
0.33,0,-0.85,0,-0.74,-0.81,-0.81,-0.95,-0.78,0.42
0.4,0,-0.81,0,-0.81,0.25,0,0.18,-0.7,0.33
0.35,0,0,0,0,-0.1,-0.29,-0.86,-0.71,0.49
0.3,0,-0.77,0,-0.8,-0.86,-0.81,-0.33,-0.81,0.3
0.35,0,0,-0.72,0,0,-0.72,-0.29,-0.71,0.35
1.37,-0.04,3.57,3.57,3.57,0,3.57,2.61,0.06,1.52
0.26,0,-0.79,0,0,0,-0.04,-0.07,-0.07,0.26
0.35,0,0,0,0,-0.78,-0.77,0,-0.78,0.35
0.59,0,-0.76,0,-0.76,0,-0.75,-0.13,-0.13,0.59
0.3,0,0,0,0,0,0,0,0,0.3
0.35,0,0,-0.78,-0.71,0,-0.71,0.25,-0.74,0.35
0.59,0,0,-0.8,-0.81,0,-0.14,-0.93,0.69,0.59
0.59,0,0,-0.8,-0.81,0,-0.14,-0.93,0.69,0.59
14.32,0,-0.04,0,-0.04,0.01,-0.07,-0.08,-0.48,11.9
0.89,0,0,0,0,-0.83,-0.83,-0.82,-0.61,4.38
0.84,0,0,0,0,-0.83,-0.22,-0.82,-0.78,4.81
4.49,0,0,0,0,0,0,0,-0.78,3.19
5.61,0.04,0,0,0.3,0.09,-0.01,-0.01,-0.1,5.19
1.88,1.94,-0.1,2.36,0.11,0.11,2.19,2.36,0.28,0.64
0.98,0,0,0,0.11,0.11,-0.7,-0.33,-0.55,0.85
0.7,0,0,0.04,0.15,-0.56,-0.01,-0.79,-0.55,0.66
0.39,-0.8,0,-0.2,-0.2,-0.2,-0.48,-0.44,-0.79,0.49
1.86,4.31,4.31,4.31,0.02,2.58,2.58,-0.15,0.43,0.52
1.5,2.41,0,0.02,2.41,0.08,-0.44,-0.49,0.2,0.44
20.74,0.04,0.04,0,0.01,0.12,0.96,1.09,0.34,20.74
8.14,0.09,0.18,0,0.09,0.01,0.02,0.55,0.86,8.14
0.69,0,-0.65,0.41,0.21,-0.59,0.38,0.38,-0.56,0.44
169.72,0.56,0,0,0.56,0.56,-0.22,0.31,-0.33,104.63
3.99,0,0,0,0,0,0,0.43,-0.01,3.99
34.79,0,-0.01,0,-0.01,0,0.16,0.02,0.41,4.49
26.12,-0.82,0.04,-0.82,-0.82,-0.82,-0.21,-0.88,-0.71,28.02
56.41,0,-0.01,0.09,-0.1,-0.04,-0.1,1.61,-0.1,48.78
41.18,1.12,1.25,1.12,1.12,-0.04,-0.16,1.06,0.24,19.49
3.79,0,0.01,0.05,0.11,0.11,0.17,0.37,-0.06,3.88
7.32,-0.02,-0.18,-0.02,-0.02,-0.28,-0.12,0.13,-0.07,9.42
7.39,0,0.23,-0.01,0.13,0.08,0.13,0.09,-0.43,8.89
7.05,0.21,-0.02,0.21,-0.03,0.02,-0.02,0.43,0.18,5.84
6.94,0,0,0,-0.16,-0.35,-0.2,0.74,4.38,5.59
0.74,0,0,0,0.07,-0.86,0.9,-0.85,1.11,0.74
4.32,-0.13,-0.01,0,-0.01,0.02,-0.02,-0.06,0.01,4.19
7.99,-0.54,0,-0.56,0,0,0,0,-0.6,16.71
10.74,0,0,0,0,0,-0.37,-0.07,-0.28,10.74
23.92,0,0,0,1.55,1.55,0,2.01,0,23.92
0.3,0,0,0,-0.87,-0.87,-0.17,-0.89,-0.78,0.3
0.32,0,0,0,-0.85,-0.85,-0.18,-0.89,-0.75,0.32
0.79,0,-0.83,-0.83,-0.88,0,-0.84,-0.43,-0.53,0.79
2.67,0,-0.01,5.36,0.13,5.36,4.45,-0.68,2.71,0.44
0.35,0,0,0,0,0,0,-0.17,-0.93,0.35
1.07,-0.61,0,-0.61,0,0,0,0.22,-0.42,4.55
2.79,0,-0.72,-0.72,-0.71,0.4,-0.78,-0.18,0.4,2.79
2.39,0,0,0,0.04,0.04,-0.59,0.34,-0.22,2.39
0.59,0,0,0,0,0,0,0,0,1.87
3.72,0,0,0,-0.19,0.49,-0.03,3.71,3.71,3.72
2.8,0.02,7,6.18,4.71,4.71,4.71,3.06,0.45,0.49
6.09,-0.16,-0.17,0,0,-0.33,-0.41,-0.06,-0.59,6.29
0.49,0,0,-0.74,-0.76,0.17,0.17,-0.75,-0.69,0.49
0.79,-0.75,0,0,-0.77,-0.72,0.34,-0.86,-0.42,4.71
1.49,0,-0.52,0,0,-0.67,-0.38,-0.8,-0.52,6.53
0.49,0,-0.89,0,0,-0.94,0.26,-0.91,-0.81,4.19
2.92,1.26,-0.01,1.26,1.26,1.26,1.26,0.51,0.18,1.29
3.9,1.53,1.53,1.53,1.53,0.1,0.08,4.13,3.7,1.54
3.19,0,0,0,0.1,0.1,0.28,-0.22,2.16,3.19
1.89,0,0,0,0,0,0.19,0.12,0.69,1.89
0.45,0,0,0,0,-0.08,0.07,0.5,-0.79,0.45
0.33,0,0,0,0,-0.85,0,-0.08,-0.72,0.33
32.98,0,0,0,0,12.85,0.23,30.1,0,2.26
0.17,0,0,0,0,-0.88,0,0,-0.88,0.17
0.49,0,0,0,0,0,0,-0.61,0,0.49
0.35,0,-0.77,0,-0.85,0,-0.82,-0.15,-0.72,0.35
8.83,0.27,0,0.27,0.27,0.36,0.15,-0.12,-0.52,5.59
1.37,2.7,0,2.7,2.7,1.85,2.11,0.1,0.07,1.34
1.26,2.15,2.15,2.15,2.15,-0.23,1.8,0.1,1.74,0.45
1.2,2.75,-0.04,2.75,2.64,1.55,-0.36,1.35,-0.05,1.25
2.28,3.37,3.37,3.37,3.37,2.72,2.72,2.98,0.09,0.72
1.64,0,2.04,2.04,1.65,0.15,-0.06,1.88,0.26,0.62
2.61,2.78,0.18,0.18,2.78,0.16,4.33,4.33,0.31,0.69
1.78,0,2.87,2.87,-0.01,2.87,2.87,2.79,0.36,0.46
0.54,0,-0.08,-0.71,-0.64,0.1,0.1,-0.71,-0.61,0.49
0.42,0,-0.63,0,0,-0.61,-0.6,-0.85,-0.68,0.35
1.02,0,0,0,0.73,0.89,0.89,-0.77,-0.37,0.95
14.99,0,0,0,0,0,0,0,-0.64,14.99
2.99,0,0,0,0,0,0,0,0.2,2.99
2.99,-0.08,-0.18,-0.18,-0.13,-0.1,-0.09,-0.08,-0.34,11.48
12.56,-0.15,-0.15,-0.14,-0.18,-0.18,-0.19,3.2,0,14.17
3.99,0,0,0,0,0,0,0,0,3.99
0.48,0,0,0,0,-0.14,-0.09,-0.02,-0.75,0.61
2.79,0,0,-0.75,-0.72,0,-0.68,0,-0.58,2.79
0.25,-0.82,0,0,-0.83,0,0,0,0,0.25
0.25,-0.82,0,0,-0.81,0,0,-0.83,-0.87,0.25
0.49,0,0,0,0,0,-0.38,0.96,-0.74,0.44
0.42,0,-0.74,0,0.08,0.05,-0.82,-0.78,-0.75,0.42
1.45,4.8,4.8,-0.07,4.8,0.03,0.12,0.67,0,1.58
1.85,1.98,1.98,0.02,1.89,-0.09,1.98,-0.04,0.06,1.86
0.25,0,-0.8,0,0,0,0,0,0,1.55
0.37,-0.12,-0.87,-0.12,-0.46,-0.58,-0.37,-0.87,-0.87,2.85
0.25,0,-0.71,-0.71,-0.69,-0.68,0,0,0,0.29
1.44,1.94,1.94,0.01,1.94,2.43,2.43,0.1,0.17,0.39
1.54,0,3.81,-0.01,0.02,2.5,2.5,0.08,-0.2,1.57
1.09,0,0,-0.79,-0.79,0.1,0.1,-0.83,-0.49,5.1
13.04,0,-0.1,0,-0.17,0,-0.08,-0.18,6.33,13.47
13.04,0,-0.1,0,-0.17,0,-0.08,-0.18,6.33,13.47
2.61,0,0,0,-0.07,-0.13,-0.48,-0.63,-0.36,2.21
16.99,0,0,0,0,0,0,-0.11,2.6,16.99
3.71,0,0,0,0,-0.07,-0.11,-0.39,1.11,3.41
69.43,-0.06,-0.06,-0.06,-0.07,-0.01,-0.15,-0.2,-0.02,53.99
6.9,0,0,0.03,0.02,0,0,0,0,7.06
6.9,0,0,0.03,0.02,0,0,0,0,7.06
0.37,0,0,0,0.23,-0.76,-0.08,-0.65,-0.71,0.41
1.53,3.37,-0.08,3.37,3.37,-0.08,0.06,3.37,-0.3,0.35
0.32,0,0,0,0,0,0,-0.18,-0.74,1.47
0.49,0,0,0,0,-0.72,-0.91,-0.63,0,1.61
0.33,-0.8,0,0,0,0,-0.08,-0.21,-0.76,0.37
1.79,0,0,0,0,-0.79,0,-0.86,-0.65,9.1
0.89,0,0,0,0,0.09,0.2,-0.28,-0.48,0.68
1.79,0,0,0,0,0,0,-0.32,-0.53,1.79
0.42,0,0,0,-0.79,0,0,-0.75,-0.74,1.69
0.35,0,0,0,0,0,0,-0.69,-0.31,1.33
0.35,0,-0.76,0,-0.26,-0.17,-0.17,-0.7,-0.75,0.59
0.39,0,0,-0.75,-0.7,-0.7,-0.74,-0.19,-0.7,0.54
8.8,0.96,0.96,0.96,0.96,0.96,-0.15,-0.26,-0.36,7.62
34.99,0,0,0,0,0,-0.14,-0.08,0.27,45.4
1.55,0,0,0,-0.18,-0.18,-0.31,-0.66,-0.18,3.01
1.74,0,0,-0.68,-0.69,-0.66,-0.64,-0.2,-0.44,3.2
0.95,-0.57,-0.57,-0.53,0,0,-0.2,0.42,-0.56,2.14
0.89,-0.66,-0.66,-0.68,-0.71,0,0,-0.85,-0.58,3.49
1.64,0,-0.36,-0.35,-0.2,0.21,0,-0.76,-0.21,2.74
1.39,0,0,0,0.08,0.08,0.28,-0.33,-0.41,2.66
1.57,-0.11,-0.01,-0.01,-0.01,2.65,0.05,-0.2,-0.15,1.56
0.39,0,-0.8,0,-0.11,-0.11,-0.51,-0.76,-0.79,2.08
13.49,0,-0.19,0,-0.11,-0.16,0.23,0,0,13.49
13.49,0,-0.19,0,-0.11,-0.16,0.23,0,0,13.49
0.35,0,0,0,-0.17,-0.17,0.09,-0.29,-0.33,0.35
1.07,1.89,0.05,1.89,-0.46,1.89,1.61,2.24,-0.44,1.26
1.14,3.91,-0.01,3.91,-0.46,3.91,2.32,2.32,-0.29,1.31
0.25,0,0,0,-0.87,0,0,-0.88,-0.79,0.25
1.7,3.05,3.05,3.05,-0.22,-0.22,3.05,0.13,3.25,0.44
1.15,-0.65,0,-0.65,-0.65,-0.65,-0.52,-0.12,0.15,0.94
3.28,0,0.36,0.29,-0.09,-0.36,0.13,-0.18,-0.29,3.32
7.77,4.21,4.21,4.21,-0.01,-0.04,4.21,4.21,-0.13,1.49
1.19,-0.73,-0.73,-0.7,-0.72,-0.71,-0.72,-0.2,-0.74,1.19
0.25,0,-0.79,-0.79,0,0,-0.63,-0.79,-0.88,0.25
0.46,0,-0.72,0,0,0,0,-0.72,-0.91,1.29
1.36,4.44,4.44,4.44,4.44,-0.27,-0.23,0.25,-0.24,0.25
2,7.7,-0.15,0.01,0.03,7.7,5.67,-0.21,0.68,0.23
0.35,0,0,0,0,0,-0.13,-0.49,-0.77,0.35
2.39,0,-0.61,0,-0.08,-0.12,-0.65,-0.67,-0.68,2.42
6.79,0,-0.4,0,0,0,-0.49,-0.03,-0.15,6.79
0.35,0,0,0,-0.74,0,-0.76,-0.79,-0.73,0.35
0.35,0,0,0,-0.74,0,-0.76,-0.79,-0.73,0.35
0.69,0,0,0,0,0,0,-0.74,-0.46,0.69
0.33,0,-0.81,0,-0.17,-0.17,0,-0.2,-0.73,1.72
0.35,-0.75,0,0,0,0,0,-0.75,-0.78,1.43
0.49,-0.65,0,0,-0.62,0,0.4,0.4,-0.75,1.38
0.33,0,0,0,0,-0.83,-0.83,0,0,0.33
0.66,0.1,0.1,0.1,0.1,-0.71,-0.69,-0.59,-0.14,0.63
0.49,0,0,0,0,0,-0.85,0.26,0,0.49
0.49,-0.65,-0.66,-0.67,-0.69,0,-0.62,0.17,-0.69,1.39
0.61,-0.45,-0.45,-0.45,0,0,0,-0.66,-0.61,0.61
0.39,0,0,-0.2,-0.2,0.11,-0.2,-0.68,-0.81,0.35
2.27,0,0,0,-0.36,-0.36,-0.23,-0.23,-0.22,2.17
0.74,0,-0.68,-0.7,-0.72,-0.06,0,-0.62,-0.67,0.59
0.74,0,-0.68,-0.7,-0.72,-0.06,0,-0.62,-0.67,0.59
0.42,-0.67,-0.67,0,-0.8,-0.19,-0.78,-0.8,-0.68,1.33
0.74,0.51,-0.54,0.51,0.51,0.14,-0.39,-0.62,-0.66,0.49
3.48,1.7,0.03,1.7,1.81,1.92,0.88,6.1,1.2,3.69
3.03,0.51,0.49,0.51,0.05,0.02,0,0,0,2.63
3.03,0.51,0.49,0.51,0.05,0.02,0,0,0,2.63
2.19,1.23,0,-0.02,-0.03,1.23,1.23,1.46,1.46,2.19
1.84,2.12,0.01,2.12,2.12,-0.12,2.12,2.12,1.24,2.03
3.31,0.46,0,0.08,-0.03,0.65,0.51,0.43,-0.58,3.15
1.68,0,-0.02,0.08,0.91,0.91,0.91,0.47,0.03,1.64
0.74,0,0,0,0,0.07,0,0.16,-0.51,0.74
0.54,0,0,0,0.15,0.29,0.29,0.23,-0.95,0.54
2.04,0,1.29,1.29,-0.03,1.29,1.29,-0.03,-0.22,2.21
2.27,0,3.63,-0.01,2.85,2.85,0.42,0.57,-0.08,1.7
0.69,0,0,0,0,0,0.08,0.64,0.57,0.69
1.19,0,0,0,0,0.34,-0.59,0.2,-0.5,0.89
0.69,0,0,0,1.3,0,-0.72,-0.57,-0.68,1.82
1.71,0,2.89,2.89,2.89,2.89,2.89,0.13,0.32,1.7
1.69,-0.5,0,-0.51,-0.09,-0.13,-0.37,-0.34,-0.12,3.33
0.35,-0.77,0,-0.79,-0.33,-0.33,-0.84,-0.85,-0.72,1.4
0.25,-0.8,0,-0.81,0,0,0,-0.82,-0.79,1.35
0.33,0,-0.81,-0.81,-0.86,0,-0.13,-0.75,-0.73,0.33
1.79,2.65,2.65,2.65,-0.49,2.65,-0.57,2.03,-0.7,2.19
1.85,2.56,2.56,2.56,-0.17,4.29,-0.19,-0.14,-0.67,0.69
2.48,4.17,4.17,4.17,0.2,3.59,3.59,0.09,-0.19,0.48
1.13,-0.53,0,-0.54,-0.53,-0.53,-0.07,-0.55,-0.5,2.41
1.26,-0.02,4.48,4.48,4.48,4.48,-0.28,-0.44,-0.2,1.3
1.35,0,4.4,4.4,4.4,-0.09,4.4,4.4,0.19,1.43
21.1,0,0,0,0,0,-0.53,-0.3,4.48,2.29
21.1,0,0,0,0,0,-0.53,-0.3,4.48,2.29
0.35,0,0,0,0,0,-0.75,0,0,0.35
0.35,0,0,0,0,0,-0.75,0,0,0.35
1.34,2.83,-0.2,2.83,2.83,-0.06,2.83,1.63,0.04,1.34
0.35,0,0,0,0,-0.83,0,-0.17,-0.72,1.82
0.49,0,0,0,-0.8,0,-0.8,0,-0.9,6.09
0.29,0,0,0,0,0,0,-0.54,-0.76,0.6
8.62,-0.36,-0.41,-0.37,-0.09,-0.39,-0.09,-0.1,5.67,8.66
8.62,-0.36,-0.41,-0.37,-0.09,-0.39,-0.09,-0.1,5.67,8.66
0.35,0,-0.13,-0.13,-0.13,0.06,-0.19,-0.85,-0.78,1.4
1.05,0,0,0,-0.23,-0.64,-0.19,-0.32,-0.78,2.53
0.29,0,0,0,0,-0.82,-0.24,-0.2,-0.86,1.58
2.19,0,0,-0.63,0,0,-0.73,-0.61,-0.61,2.29
0.59,-0.86,0,0,0,-0.87,-0.83,-0.86,-0.61,4.12
0.79,-0.47,-0.47,0,0,-0.53,0.14,0.3,-0.69,0.69
0.42,0,0,0,0,-0.31,-0.77,-0.75,-0.72,1.73
0.84,0,-0.11,-0.23,-0.23,-0.45,0.04,-0.15,-0.7,3
0.54,0,0,0,0,0,-0.11,-0.87,-0.69,0.54
0.42,0,0,0,0.2,-0.83,0,-0.21,-0.68,0.49
1.36,0.01,1.83,2.09,2.32,2.09,0.04,0.11,2.09,0.48
0.35,-0.68,-0.13,-0.13,-0.13,-0.13,-0.71,-0.84,-0.8,0.42
0.31,0,0,0,0,-0.76,-0.06,-0.28,-0.78,0.31
0.42,0,-0.05,-0.05,-0.05,-0.05,-0.13,-0.8,-0.72,0.42
0.63,-0.47,-0.06,-0.06,-0.68,-0.06,-0.66,-0.6,-0.65,1.77
1.55,2.16,2.16,2.16,2.16,2.16,0.11,0.18,-0.15,0.35
1.79,-0.56,0,-0.57,0,-0.59,-0.59,-0.2,-0.56,8.55
3.04,1.19,1.19,1.19,1.19,1.19,1.19,0.04,0.61,1.39
3.04,1.19,1.19,1.19,1.19,1.19,1.19,0.04,0.61,1.39
2,4.56,4.56,4.56,4.56,6.14,-0.24,-0.22,-0.24,0.54
3.29,0.09,0,0.11,0.1,0.08,-0.21,-0.02,0.6,3.99
2.04,0,-0.32,0,-0.27,-0.27,-0.44,0.03,-0.51,6.09
2.99,0,-0.3,0,0.07,0.07,-0.37,0.5,0.4,3.79
1.5,-0.02,-0.11,2,0.05,2,2.06,2.06,0.02,0.59
0.35,-0.71,-0.71,-0.72,-0.69,-0.7,-0.73,-0.82,-0.81,0.49
0.83,-0.47,-0.44,-0.45,-0.56,0.36,-0.41,-0.39,-0.37,1.54
0.35,-0.73,-0.73,0,0,-0.72,0,-0.75,-0.83,1.34
0.4,-0.77,0.11,-0.74,-0.7,0.03,-0.75,-0.73,-0.79,1.61
1.07,0,0,0,-0.06,-0.06,-0.2,-0.62,-0.73,0.99
1.79,0,0,0,0,0.01,0.5,0.2,-0.4,1.64
5.72,0,0,0,-0.16,-0.16,-0.11,-0.45,0.09,5.72
0.49,0,0,0,0,0,0,0,-0.9,0.49
1.65,2.37,2.37,2.37,2.37,2.37,2.37,2.37,-0.74,1.67
1.65,2.37,2.37,2.37,2.37,2.37,2.37,2.37,-0.74,1.67
0.35,0,-0.64,-0.64,0,0,-0.8,-0.83,-0.73,0.95
0.32,0,-0.85,-0.86,-0.82,-0.11,-0.85,-0.11,-0.75,1.31
0.3,0,-0.75,-0.78,-0.33,-0.33,-0.74,-0.33,-0.75,1.26
0.35,0,-0.73,-0.74,0,-0.84,0,-0.83,-0.74,1.34
0.25,0,-0.82,-0.83,0,-0.84,0,-0.88,-0.8,0.25
3.57,0,0.68,0.66,2.8,0.43,3.01,3.2,1.29,1.02
1.21,0,0.25,0.25,0.08,2.78,0.08,2.36,-0.01,0.32
3.16,0,0.15,0.15,-0.54,0.15,-0.07,-0.07,-0.08,2.74
3.16,0,0.15,0.15,-0.54,0.15,-0.07,-0.07,-0.08,2.74
1.89,-0.01,0.47,0.47,-0.12,0.47,0.47,-0.1,-0.27,0.99
6.85,0,0.49,0.49,-0.06,0.49,-0.12,0.36,0.46,6.09
3.65,0,1.64,1.64,-0.17,2.69,-0.14,0.85,0.81,2.99
0.52,-0.75,-0.75,-0.75,0,0,-0.12,-0.74,-0.68,0.59
2.03,2.21,2.01,-0.03,2.42,2.67,3.21,2.74,0.5,2.11
1.23,0,2.73,2.73,2.73,2.73,0.22,-0.22,-0.08,1.31
0.89,-0.12,2.56,-0.14,2.56,2.56,2.56,-0.37,-0.53,1.13
0.49,0,0,0,0,0,0,0,-0.7,0.49
0.35,0,0,0,0,0,-0.17,-0.17,-0.79,0.35
0.25,0,0,0,0,0,0,-0.91,-0.88,0.25
0.42,-0.66,0,0,0,-0.85,0,-0.05,-0.68,0.42
0.69,-0.81,0,0,0,-0.81,0,0,-0.79,0.69
2.59,-0.43,-0.43,-0.44,-0.65,0,0,-0.51,-0.69,2.59
6.41,0.01,0.01,1.38,0.09,0,0.71,0.14,0.31,2.69
2.2,0,0.01,3.07,-0.01,-0.01,3.07,2.19,-0.17,0.54
3.24,0,-0.11,-0.45,4.23,4.23,-0.01,4.49,1.97,0.69
2.96,0.06,0.06,0.06,0.06,0.02,0.19,0.86,-0.29,2.79
0.33,0,0,0,0,0,0,-0.17,-0.17,0.33
0.85,-0.46,1.18,1.18,0.05,0.73,-0.72,0.63,-0.91,0.49
0.85,-0.46,1.18,1.18,0.05,0.73,-0.72,0.63,-0.91,0.49
1.6,0.03,2.27,2.27,-0.61,2.27,-0.61,0.32,2.81,0.49
0.49,0,0,0,0,0.4,0.4,0.4,0.96,0.49
1.36,-0.12,0.03,2.4,0.04,0.03,-0.08,2.68,0.11,0.33
1.59,-0.1,1.01,-0.12,1.01,0.1,-0.31,1.69,-0.07,0.79
0.69,-0.79,0,0,-0.13,-0.81,0,-0.05,-0.71,1.51
1.26,4.04,4.04,4.04,4.04,4.04,4.04,4.04,-0.78,0.25
5.67,-0.07,0.12,0.12,0.47,0.5,0.51,0.53,0.04,5.53
0.32,0,0,0,-0.86,0,0,-0.86,-0.18,1.46
1.29,0.01,1.63,0,1.63,-0.11,0.05,1.39,0.08,0.49
1.56,-0.11,2.8,-0.11,2.12,-0.29,-0.29,2.32,-0.34,0.5
0.32,-0.79,0,-0.79,-0.86,-0.86,-0.22,-0.3,-0.75,0.41
1.27,2.02,0.13,2.02,2.02,-0.41,-0.32,0.01,-0.04,1.38
1.5,3.29,0,3.29,3.29,3.69,3.69,3.17,0.18,1.51
1.7,3.25,3.25,3.59,3.05,-0.31,3.05,2.54,0.3,0.4
1.82,2.79,2.79,-0.02,2.57,2.57,2.57,0.04,0.02,0.45
0.4,0,-0.8,0.14,0.14,0.14,0.11,-0.87,-0.73,1.77
1,0,0,-0.66,-0.61,0,0.12,-0.6,-0.95,1
1,0,0,-0.66,-0.61,0,0.12,-0.6,-0.95,1
1.49,-0.6,0,0,0.37,0.37,0,0,-0.7,1.49
15.58,0.11,0,0,0,0,0,0.17,0.77,15.59
0.35,-0.79,0,0,0,0,0,-0.83,-0.41,0.47
0.49,-0.71,0,0.29,0.02,0.02,-0.34,-0.34,-0.41,0.49
1.68,0,-0.46,-0.45,0,-0.63,-0.66,-0.16,-0.52,3.12
0.74,0,0,0,-0.57,-0.55,-0.55,-0.6,-0.62,1.85
0.59,0,-0.7,0,0,-0.71,-0.7,-0.73,-0.14,2.03
0.79,0,0,0,0,0,-0.91,0,-0.66,1.65
0.84,0,0,0,-0.65,-0.66,-0.76,0.38,0.14,2.27
2.25,0,0,0.03,0.04,0.29,0.29,-0.2,0.09,2.15
9.27,0,0,0,0.1,0.6,0.86,0.08,0.22,8.75
0.35,0,0,0,-0.83,-0.82,-0.56,-0.56,-0.56,0.35
1.85,2.14,2.14,0,-0.02,0.01,-0.03,2.63,2.36,0.48
1.74,4.8,3.97,3.97,0.03,3.97,0.46,0.09,3.97,0.3
1.52,2.8,2.8,2.8,-0.09,3.22,3.61,0.06,-0.37,0.4
1.4,1.75,2.33,2.33,-0.07,0.01,2.04,2.04,2.18,0.51
0.25,0,-0.77,0,-0.77,0,0,-0.84,-0.87,0.25
0.33,0,0,0,-0.13,-0.84,-0.71,-0.17,-0.74,0.33
20.07,0,0,0.37,11.31,-0.01,0.35,0.37,1.38,40.05
10.99,-0.3,0,0,-0.28,0.83,-0.43,0.83,-0.5,10.99
0.99,0,-0.53,0,-0.57,-0.54,-0.55,0,-0.46,0.99
1.14,0,-0.41,0,-0.54,0,-0.35,0,0,1.14
0.84,-0.55,0,0,-0.55,0,-0.58,0.06,-0.65,0.84
0.49,0,-0.85,0,-0.77,-0.82,0,0,-0.17,0.49
0.58,-0.71,0,0.02,-0.71,-0.17,-0.71,0,-0.11,0.57
3.19,0,0,0,0,0,0.05,0.46,-0.55,2.65
2.28,8.08,8.08,8.08,8.08,-0.04,0.75,-0.01,0.33,0.25
1.69,3.83,3.83,3.83,3.83,-0.31,-0.18,-0.28,0.34,0.35
0.44,-0.66,0.05,-0.67,-0.62,0.22,-0.69,-0.63,-0.64,0.44
0.42,-0.81,0,-0.81,-0.79,-0.18,-0.77,-0.22,-0.72,0.51
0.89,-0.61,0,-0.62,-0.61,0.19,-0.11,0.05,-0.72,0.72
0.35,-0.78,0,-0.79,-0.86,0,-0.86,-0.86,-0.88,0.35
0.35,-0.92,0,0,0,-0.8,-0.84,-0.17,-0.88,4.41
0.25,0,0,0,-0.8,0,0,0,0,1.28
239.99,0,0,-0.1,-0.21,-0.06,-0.06,-0.2,0.09,213.7
0.35,0,0,0,0,0,-0.05,-0.13,-0.74,0.35
0.25,-0.82,0,0,0,0,-0.82,-0.32,-0.86,1.41
0.25,-0.78,0,0,0,0,-0.78,-0.32,-0.88,1.19
2.02,-0.01,1.73,2.01,1.73,2.01,2.26,1.89,0.03,2.24
0.62,0,0,0,-0.03,-0.03,-0.03,0.17,-0.59,0.53
2.32,0,4.25,4.78,5.08,-0.05,4.25,4.37,0.69,1.69
0.49,0,0,0,0,0,-0.65,-0.06,-0.63,0.49
0.35,-0.63,0,-0.69,0,-0.67,0,-0.71,-0.92,0.35
141.16,5.9,0,5.67,-0.01,4.73,-0.02,-0.02,4.16,141.16
2.25,-0.03,-0.03,0.91,0.08,0.91,0.91,0.68,0.67,2.32
2.25,-0.03,-0.03,0.91,0.08,0.91,0.91,0.68,0.67,2.32
1.58,0,0,5.32,5.32,5.32,-0.4,0.22,0.14,1.55
1.69,0,0,0.13,0.13,0.09,-0.39,-0.21,-0.13,2.75
0.45,0,0,0,0,-0.57,0,-0.76,-0.67,1.25
4.99,-0.54,0,-0.56,-0.48,-0.47,-0.64,-0.12,2.26,9.43
4.99,-0.54,0,-0.56,-0.48,-0.47,-0.64,-0.12,2.26,9.43
7.97,10.55,10.55,2.21,-0.3,10.55,3.36,2.69,3.24,9.5
1.87,2.82,2.82,2.82,2.82,-0.53,2.82,-0.46,4.19,0.49
1.87,4.67,-0.01,-0.01,3.45,0.36,3.67,0.15,5.23,0.33
5.87,1.56,1.56,1.56,1.56,0.13,0.68,0.05,1.95,2.29
1.24,0,0,1.82,-0.01,1.82,0.1,-0.68,3.96,0.44
1.59,0,0,0,-0.02,-0.72,-0.64,-0.2,-0.09,4.06
4.29,0,0,-0.07,-0.07,-0.56,0.06,-0.39,-0.25,6.25
0.69,0,-0.55,-0.57,-0.71,0,-0.56,-0.61,-0.64,1.54
0.74,0,-0.12,-0.56,0.09,-0.12,-0.68,-0.56,-0.48,1.83
0.49,-0.09,-0.09,-0.09,0,-0.8,0.07,0.11,-0.74,2.02
6.32,0,0,0,-0.07,-0.07,0.23,-0.57,-0.07,6.32
0.85,-0.31,0,0.16,-0.36,-0.35,0.49,0.49,-0.44,0.49
4.34,0,-0.15,0,-0.15,-0.16,-0.15,-0.18,0.27,3.39
0.75,-0.77,-0.76,-0.75,0,0,-0.73,-0.52,-0.51,0.62
1.32,0,3.71,3.71,3.71,3.71,0.38,-0.25,0.06,0.28
125.1,0,-0.21,-0.21,-0.07,-0.08,-0.16,-0.48,-0.28,111.12
1.39,2.09,0,-0.22,0.01,-0.04,2.31,-0.49,0.17,1.39
1.37,2.11,-0.07,-0.28,-0.04,1.8,-0.15,-0.08,2.91,1.54
3.62,6.39,-0.01,-0.37,0.96,6.54,6.39,1.81,-0.3,3.62
6.73,0,-0.08,-0.08,-0.33,-0.09,-0.09,-0.51,1.25,12.88
1.09,0.47,-0.01,-0.78,0.3,0.04,0.7,-0.08,0.7,1.08
1.48,0,1.74,1.74,0.01,0.01,2.02,-0.16,2.02,1.78
0.49,-0.74,0,-0.74,0,0,0,0,0,1.34
0.49,-0.74,0,-0.74,0,0,0,0,0,1.34
1.02,0,-0.55,0,0,-0.56,0.06,-0.41,-0.78,1.02
36.31,0.42,0,1.59,0.11,0.11,1.02,0.13,0.11,45.62
1.34,-0.56,0,0,0.1,-0.56,-0.07,-0.11,-0.09,1.34
